rcid,data,ano,periodo_2009,pos_2009,sessao,simbolo_resolucao,tema,voto_importante,voto_brasil,voto_china,convergente
5403,2015-12-07,2015,2009-2016,1,70,R/70/25,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5404,2015-12-07,2015,2009-2016,1,70,R/70/26,Arms control and disarmament,0,yes,yes,1
5405,2015-12-07,2015,2009-2016,1,70,R/70/27,Arms control and disarmament,0,yes,yes,1
5406,2015-12-07,2015,2009-2016,1,70,R/70/28,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5407,2015-12-07,2015,2009-2016,1,70,R/70/31,Arms control and disarmament,0,yes,yes,1
5408,2015-12-07,2015,2009-2016,1,70,R/70/33,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,no,0
5409,2015-12-07,2015,2009-2016,1,70,R/70/34,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5410,2015-12-07,2015,2009-2016,1,70,R/70/37,Nuclear weapons and nuclear material,0,yes,abstain,0
5411,2015-12-07,2015,2009-2016,1,70,R/70/38,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5412,2015-12-07,2015,2009-2016,1,70,R/70/39,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5413,2015-12-07,2015,2009-2016,1,70,R/70/40,Arms control and disarmament; Colonialism; Nuclear weapons and nuclear material,0,yes,no,0
5414,2015-12-07,2015,2009-2016,1,70,R/70/41,Arms control and disarmament; Economic development,0,yes,abstain,0
5415,2015-12-07,2015,2009-2016,1,70,R/70/44,Arms control and disarmament,0,yes,yes,1
5416,2015-12-07,2015,2009-2016,1,70,R/70/45,Nuclear weapons and nuclear material,0,yes,yes,1
5417,2015-12-07,2015,2009-2016,1,70,R/70/47,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5418,2015-12-07,2015,2009-2016,1,70,R/70/48,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5419,2015-12-07,2015,2009-2016,1,70,R/70/50,Nuclear weapons and nuclear material,0,yes,abstain,0
5420,2015-12-07,2015,2009-2016,1,70,R/70/51,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5421,2015-12-07,2015,2009-2016,1,70,R/70/52,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5422,2015-12-07,2015,2009-2016,1,70,R/70/54,Sem codificacao tematica,0,abstain,abstain,1
5423,2015-12-07,2015,2009-2016,1,70,R/70/55,Arms control and disarmament,0,yes,yes,1
5424,2015-12-07,2015,2009-2016,1,70,R/70/56,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5425,2015-12-07,2015,2009-2016,1,70,R/70/57,Nuclear weapons and nuclear material,0,yes,abstain,0
5426,2015-12-07,2015,2009-2016,1,70,R/70/58,Arms control and disarmament; Economic development,1,yes,yes,1
5427,2015-12-07,2015,2009-2016,1,70,R/70/62,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5428,2015-12-07,2015,2009-2016,1,70,R/70/70,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5429,2015-12-07,2015,2009-2016,1,70,R/70/73,Nuclear weapons and nuclear material,1,yes,yes,1
5430,2015-12-09,2015,2009-2016,1,70,R/70/103,Colonialism,0,yes,yes,1
5431,2015-12-09,2015,2009-2016,1,70,R/70/83,Palestinian conflict,0,yes,yes,1
5432,2015-12-09,2015,2009-2016,1,70,R/70/84,Sem codificacao tematica,0,yes,yes,1
5433,2015-12-09,2015,2009-2016,1,70,R/70/85,Palestinian conflict,0,yes,yes,1
5434,2015-12-09,2015,2009-2016,1,70,R/70/86,Palestinian conflict,0,yes,yes,1
5435,2015-12-09,2015,2009-2016,1,70,R/70/87,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
5436,2015-12-09,2015,2009-2016,1,70,R/70/88,Colonialism; Palestinian conflict,0,yes,yes,1
5437,2015-12-09,2015,2009-2016,1,70,R/70/89,Palestinian conflict,0,yes,yes,1
5438,2015-12-09,2015,2009-2016,1,70,R/70/90,Human rights; Palestinian conflict,0,yes,yes,1
5439,2015-12-09,2015,2009-2016,1,70,R/70/91,Sem codificacao tematica,0,yes,yes,1
5440,2015-12-09,2015,2009-2016,1,70,R/70/94,Colonialism,0,yes,yes,1
5441,2015-12-09,2015,2009-2016,1,70,R/70/95,Colonialism; Economic development,0,yes,yes,1
5442,2015-12-09,2015,2009-2016,1,70,R/70/96,Colonialism,0,yes,yes,1
5443,2015-12-17,2015,2009-2016,1,70,R/70/136,Human rights,0,yes,yes,1
5444,2015-12-17,2015,2009-2016,1,70,R/70/137,Human rights,0,yes,yes,1
5445,2015-12-17,2015,2009-2016,1,70,R/70/139,Human rights,0,yes,yes,1
5446,2015-12-17,2015,2009-2016,1,70,R/70/140,Human rights,0,yes,yes,1
5447,2015-12-17,2015,2009-2016,1,70,R/70/141,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5448,2015-12-17,2015,2009-2016,1,70,R/70/142,Colonialism; Human rights,0,yes,yes,1
5449,2015-12-17,2015,2009-2016,1,70,R/70/149,Sem codificacao tematica,0,yes,yes,1
5450,2015-12-17,2015,2009-2016,1,70,R/70/151,Human rights,0,yes,yes,1
5451,2015-12-17,2015,2009-2016,1,70,R/70/152,Human rights,0,yes,yes,1
5452,2015-12-17,2015,2009-2016,1,70,R/70/155,Economic development; Human rights,0,yes,yes,1
5453,2015-12-17,2015,2009-2016,1,70,R/70/156,Human rights,0,yes,yes,1
5454,2015-12-17,2015,2009-2016,1,70,R/70/159,Human rights,0,yes,yes,1
5455,2015-12-17,2015,2009-2016,1,70,R/70/161,Human rights,0,yes,no,0
5456,2015-12-17,2015,2009-2016,1,70,R/70/168,Sem codificacao tematica,1,yes,abstain,0
5457,2015-12-17,2015,2009-2016,1,70,R/70/171,Human rights,0,yes,yes,1
5458,2015-12-17,2015,2009-2016,1,70,R/70/172,Human rights,1,yes,no,0
5459,2015-12-17,2015,2009-2016,1,70,R/70/173,Human rights,1,abstain,no,0
5460,2015-12-22,2015,2009-2016,1,70,R/70/185,Economic development,1,yes,yes,1
5461,2015-12-22,2015,2009-2016,1,70,R/70/194,Sem codificacao tematica,0,yes,yes,1
5462,2015-12-22,2015,2009-2016,1,70,R/70/198,Economic development,1,yes,yes,1
5463,2015-12-22,2015,2009-2016,1,70,R/70/225,Palestinian conflict,0,yes,yes,1
5465,2015-12-23,2015,2009-2016,1,70,R/70/234,Human rights,1,yes,no,0
5466,2015-12-23,2015,2009-2016,1,70,R/70/235,Sem codificacao tematica,0,yes,yes,1
5467,2016-10-26,2016,2009-2016,1,71,A/RES/71/5,Economic development,0,yes,yes,1
5469,2016-11-30,2016,2009-2016,1,71,A/RES/71/20,Human rights; Palestinian conflict,1,yes,yes,1
5470,2016-11-30,2016,2009-2016,1,71,A/RES/71/21,Human rights; Palestinian conflict,1,yes,yes,1
5471,2016-11-30,2016,2009-2016,1,71,A/RES/71/22,Palestinian conflict,0,yes,yes,1
5472,2016-11-30,2016,2009-2016,1,71,A/RES/71/23,Palestinian conflict,0,yes,yes,1
5473,2016-11-30,2016,2009-2016,1,71,A/RES/71/24,Sem codificacao tematica,0,yes,yes,1
5474,2016-11-30,2016,2009-2016,1,71,A/RES/71/25,Palestinian conflict,0,yes,yes,1
5500,2016-12-05,2016,2009-2016,1,71,A/RES/71/28,Economic development,0,yes,yes,1
5501,2016-12-05,2016,2009-2016,1,71,A/RES/71/30,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5502,2016-12-05,2016,2009-2016,1,71,A/RES/71/31,Arms control and disarmament,0,yes,yes,1
5503,2016-12-05,2016,2009-2016,1,71,A/RES/71/32,Arms control and disarmament,0,yes,yes,1
5504,2016-12-05,2016,2009-2016,1,71,A/RES/71/33,Arms control and disarmament,0,yes,abstain,0
5505,2016-12-05,2016,2009-2016,1,71,A/RES/71/34,Arms control and disarmament,0,yes,yes,1
5506,2016-12-05,2016,2009-2016,1,71,A/RES/71/36,Sem codificacao tematica,0,yes,yes,1
5507,2016-12-05,2016,2009-2016,1,71,A/RES/71/37,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5508,2016-12-05,2016,2009-2016,1,71,A/RES/71/41,Arms control and disarmament,0,yes,yes,1
5509,2016-12-05,2016,2009-2016,1,71,A/RES/71/44,Arms control and disarmament,0,yes,yes,1
5510,2016-12-05,2016,2009-2016,1,71,A/RES/71/45,Sem codificacao tematica,0,abstain,abstain,1
5511,2016-12-05,2016,2009-2016,1,71,A/RES/71/46,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5512,2016-12-05,2016,2009-2016,1,71,A/RES/71/47,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5513,2016-12-05,2016,2009-2016,1,71,A/RES/71/49,Arms control and disarmament; Colonialism; Nuclear weapons and nuclear material,0,yes,no,0
5514,2016-12-05,2016,2009-2016,1,71,A/RES/71/50,Arms control and disarmament; Economic development,1,yes,yes,1
5515,2016-12-05,2016,2009-2016,1,71,A/RES/71/51,Nuclear weapons and nuclear material,0,yes,yes,1
5516,2016-12-05,2016,2009-2016,1,71,A/RES/71/53,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5517,2016-12-05,2016,2009-2016,1,71,A/RES/71/54,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5518,2016-12-05,2016,2009-2016,1,71,A/RES/71/55,Nuclear weapons and nuclear material,0,yes,abstain,0
5519,2016-12-05,2016,2009-2016,1,71,A/RES/71/58,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5520,2016-12-05,2016,2009-2016,1,71,A/RES/71/59,Sem codificacao tematica,0,yes,yes,1
5521,2016-12-05,2016,2009-2016,1,71,A/RES/71/61,Arms control and disarmament,0,yes,yes,1
5522,2016-12-05,2016,2009-2016,1,71,A/RES/71/63,Arms control and disarmament; Nuclear weapons and nuclear material,1,yes,yes,1
5523,2016-12-05,2016,2009-2016,1,71,A/RES/71/67,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5524,2016-12-05,2016,2009-2016,1,71,A/RES/71/68,Arms control and disarmament,0,yes,yes,1
5525,2016-12-05,2016,2009-2016,1,71,A/RES/71/69,Arms control and disarmament; Economic development,1,yes,no,0
5527,2016-12-05,2016,2009-2016,1,71,A/RES/71/71,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5528,2016-12-05,2016,2009-2016,1,71,A/RES/71/75,Arms control and disarmament; Nuclear weapons and nuclear material,1,yes,yes,1
5529,2016-12-05,2016,2009-2016,1,71,A/RES/71/83,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5530,2016-12-05,2016,2009-2016,1,71,A/RES/71/86,Nuclear weapons and nuclear material,1,yes,yes,1
5941,2016-12-05,2016,2009-2016,1,71,R/71/36,Arms control and disarmament,,yes,yes,1
5942,2016-12-05,2016,2009-2016,1,71,R/71/41,Sem codificacao tematica,,yes,yes,1
5943,2016-12-05,2016,2009-2016,1,71,R/71/44,Nuclear weapons and nuclear material,,yes,yes,1
5944,2016-12-05,2016,2009-2016,1,71,R/71/44,Sem codificacao tematica,,yes,yes,1
5945,2016-12-05,2016,2009-2016,1,71,R/71/44,Sem codificacao tematica,,yes,yes,1
5946,2016-12-05,2016,2009-2016,1,71,R/71/44,Sem codificacao tematica,,yes,yes,1
5947,2016-12-05,2016,2009-2016,1,71,R/71/44,Sem codificacao tematica,,yes,yes,1
5948,2016-12-05,2016,2009-2016,1,71,R/71/44,Sem codificacao tematica,,yes,yes,1
5949,2016-12-05,2016,2009-2016,1,71,R/71/44,Sem codificacao tematica,,yes,yes,1
5950,2016-12-05,2016,2009-2016,1,71,R/71/49,Arms control and disarmament; Colonialism; Economic development; Nuclear weapons and nuclear material,,yes,yes,1
5951,2016-12-05,2016,2009-2016,1,71,R/71/49,Sem codificacao tematica,,yes,no,0
5952,2016-12-05,2016,2009-2016,1,71,R/71/49,Sem codificacao tematica,,abstain,yes,0
5953,2016-12-05,2016,2009-2016,1,71,R/71/53,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5954,2016-12-05,2016,2009-2016,1,71,R/71/54,Nuclear weapons and nuclear material,,yes,yes,1
5955,2016-12-05,2016,2009-2016,1,71,R/71/56,Arms control and disarmament,,yes,yes,1
5956,2016-12-05,2016,2009-2016,1,71,R/71/63,Economic development; Nuclear weapons and nuclear material,,yes,yes,1
5957,2016-12-05,2016,2009-2016,1,71,R/71/68,Arms control and disarmament,,yes,yes,1
5958,2016-12-05,2016,2009-2016,1,71,R/71/68,Sem codificacao tematica,,yes,yes,1
5959,2016-12-05,2016,2009-2016,1,71,R/71/68,Sem codificacao tematica,,yes,yes,1
5960,2016-12-05,2016,2009-2016,1,71,R/71/69,Arms control and disarmament; Economic development,,yes,abstain,0
5961,2016-12-05,2016,2009-2016,1,71,R/71/69,Sem codificacao tematica,,yes,abstain,0
5962,2016-12-05,2016,2009-2016,1,71,R/71/69,Sem codificacao tematica,,yes,no,0
5963,2016-12-05,2016,2009-2016,1,71,R/71/69,Sem codificacao tematica,,yes,no,0
5964,2016-12-05,2016,2009-2016,1,71,R/71/83,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5965,2016-12-05,2016,2009-2016,1,71,R/71/83,Sem codificacao tematica,,yes,yes,1
5966,2016-12-05,2016,2009-2016,1,71,R/71/86,Sem codificacao tematica,,abstain,yes,0
5967,2016-12-05,2016,2009-2016,1,71,R/71/86,Sem codificacao tematica,,yes,yes,1
6055,2016-12-05,2016,2009-2016,1,71,R/71/41,Arms control and disarmament,,yes,yes,1
5531,2016-12-06,2016,2009-2016,1,71,A/RES/71/102,Colonialism,0,yes,yes,1
5532,2016-12-06,2016,2009-2016,1,71,A/RES/71/103,Colonialism; Economic development,0,yes,yes,1
5533,2016-12-06,2016,2009-2016,1,71,A/RES/71/104,Colonialism,0,yes,yes,1
5534,2016-12-06,2016,2009-2016,1,71,A/RES/71/121,Colonialism,0,yes,yes,1
5535,2016-12-06,2016,2009-2016,1,71,A/RES/71/122,Colonialism,0,yes,yes,1
5536,2016-12-06,2016,2009-2016,1,71,A/RES/71/91,Palestinian conflict,0,yes,yes,1
5537,2016-12-06,2016,2009-2016,1,71,A/RES/71/92,Palestinian conflict,0,yes,yes,1
5538,2016-12-06,2016,2009-2016,1,71,A/RES/71/93,Palestinian conflict,0,yes,yes,1
5539,2016-12-06,2016,2009-2016,1,71,A/RES/71/94,Palestinian conflict,0,yes,yes,1
5540,2016-12-06,2016,2009-2016,1,71,A/RES/71/95,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
5968,2016-12-08,2016,2009-2016,1,71,R/71/129,Sem codificacao tematica,,no,yes,0
5969,2016-12-08,2016,2009-2016,1,71,R/71/129,Sem codificacao tematica,,no,yes,0
5545,2016-12-09,2016,2009-2016,1,71,A/RES/71/130,Sem codificacao tematica,1,yes,no,0
5475,2016-12-19,2016,2009-2016,1,71,A/RES/71/174,Human rights,0,yes,yes,1
5476,2016-12-19,2016,2009-2016,1,71,A/RES/71/179,Human rights,0,yes,yes,1
5477,2016-12-19,2016,2009-2016,1,71,A/RES/71/181,Human rights,0,yes,yes,1
5478,2016-12-19,2016,2009-2016,1,71,A/RES/71/182,Colonialism; Human rights,0,yes,yes,1
5479,2016-12-19,2016,2009-2016,1,71,A/RES/71/184,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5480,2016-12-19,2016,2009-2016,1,71,A/RES/71/187,Human rights,0,yes,no,0
5481,2016-12-19,2016,2009-2016,1,71,A/RES/71/189,Human rights,0,yes,yes,1
5482,2016-12-19,2016,2009-2016,1,71,A/RES/71/190,Human rights,0,yes,yes,1
5483,2016-12-19,2016,2009-2016,1,71,A/RES/71/192,Economic development; Human rights,0,yes,yes,1
5484,2016-12-19,2016,2009-2016,1,71,A/RES/71/193,Human rights,0,yes,yes,1
5485,2016-12-19,2016,2009-2016,1,71,A/RES/71/197,Human rights,0,yes,yes,1
5486,2016-12-19,2016,2009-2016,1,71,A/RES/71/198,Human rights,0,yes,abstain,0
5487,2016-12-19,2016,2009-2016,1,71,A/RES/71/203,Human rights,1,yes,no,0
5488,2016-12-19,2016,2009-2016,1,71,A/RES/71/204,Human rights,1,abstain,no,0
5489,2016-12-19,2016,2009-2016,1,71,A/RES/71/205,Human rights,1,abstain,no,0
5970,2016-12-19,2016,2009-2016,1,71,R/71/167,Sem codificacao tematica,,no,yes,0
5971,2016-12-19,2016,2009-2016,1,71,R/71/174,Sem codificacao tematica,,no,yes,0
5972,2016-12-19,2016,2009-2016,1,71,R/71/177,Sem codificacao tematica,,no,yes,0
5490,2016-12-21,2016,2009-2016,1,71,A/RES/71/218,Economic development,0,yes,yes,1
5491,2016-12-21,2016,2009-2016,1,71,A/RES/71/221,Economic development,0,yes,abstain,0
5492,2016-12-21,2016,2009-2016,1,71,A/RES/71/223,Economic development,0,yes,yes,1
5493,2016-12-21,2016,2009-2016,1,71,A/RES/71/236,Economic development,0,yes,yes,1
5494,2016-12-21,2016,2009-2016,1,71,A/RES/71/247,Colonialism; Palestinian conflict,0,yes,yes,1
5495,2016-12-21,2016,2009-2016,1,71,A/RES/71/248,Sem codificacao tematica,1,yes,no,0
5973,2016-12-21,2016,2009-2016,1,71,R/71/243,Economic development,,no,no,1
5496,2016-12-22,2016,2009-2016,1,71,A/RES/71/250,Arms control and disarmament,0,yes,yes,1
5974,2016-12-22,2016,2009-2016,1,71,R/71/249,Sem codificacao tematica,,no,no,1
5975,2016-12-22,2016,2009-2016,1,71,R/71/250,Arms control and disarmament,,yes,abstain,0
5497,2016-12-23,2016,2009-2016,1,71,A/RES/71/257,Sem codificacao tematica,0,yes,yes,1
5498,2016-12-23,2016,2009-2016,1,71,A/RES/71/258,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5499,2016-12-23,2016,2009-2016,1,71,A/RES/71/259,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5976,2016-12-23,2016,2009-2016,1,71,R/71/272,Sem codificacao tematica,,no,yes,0
5977,2016-12-23,2016,2009-2016,1,71,R/71/272,Human rights; Palestinian conflict,,no,no,1
5978,2016-12-23,2016,2009-2016,1,71,R/71/272,Sem codificacao tematica,,no,abstain,0
